Year,Team,G,W,MP,FG,FGA,FG.,TwoP,TwoPA,TwoPct,ThreeP,ThreePA,ThreePct,FT,FTA,FTPct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS.G,oppG,oppMP,oppFG,oppFGA,oppFG.,oppTwoP,oppTwoPA,oppTwoPct,oppThreeP,oppThreePA,oppThreePct,oppFT,oppFTA,oppFTPct,oppORB,oppDRB,oppTRB,oppAST,oppSTL,oppBLK,oppTOV,oppPF,oppPTS,oppPTS.G,Team OE,Opp OE,Team DE,Opp DE,,,,,,,,,,,,,
2015,Southern California,30,11,6099,737,1757,0.419,582,1276,0.456,155,481,0.322,377,594,0.635,348,736,1084,376,198,126,412,535,2006,66.9,30,6099,750,1796,0.418,543,1158,0.469,207,638,0.324,404,569,0.71,381,753,1134,400,198,115,404,538,2111,70.4,0.506599909,0.518251465,1.031466823,0.974448654,,,,,,,,,,,,,
2015,Southern Illinois,33,11,6602,681,1626,0.419,543,1208,0.45,138,418,0.33,468,667,0.702,327,700,1027,274,221,72,423,605,1968,59.6,33,6602,690,1553,0.444,479,996,0.481,211,557,0.379,453,621,0.729,250,723,973,400,197,105,436,594,2044,61.9,0.478456914,0.509583918,1.02847942,0.989541432,,,,,,,,,,,,,
2015,Southern Illinois-Edwardsville,28,10,5624,660,1532,0.431,462,1011,0.457,198,521,0.38,391,579,0.675,292,677,969,345,178,120,375,518,1909,68.2,28,5624,657,1547,0.425,478,1041,0.459,179,506,0.354,391,577,0.678,307,680,987,378,167,102,382,541,1884,67.3,0.512755102,0.5175,1.016839378,1.033791834,,,,,,,,,,,,,
2015,Southern Methodist,29,22,5825,720,1483,0.486,592,1135,0.522,128,348,0.368,451,643,0.701,327,722,1049,459,202,125,373,477,2019,69.6,29,5825,594,1549,0.383,373,857,0.435,221,692,0.319,323,485,0.666,315,548,863,367,198,100,381,542,1732,59.7,0.59305835,0.484863774,0.957435047,1.13033255,,,,,,,,,,,,,
2015,Southern Mississippi,29,7,5851,618,1438,0.43,435,884,0.492,183,554,0.33,323,515,0.627,248,615,863,352,178,63,408,449,1742,60.1,29,5851,707,1553,0.455,481,921,0.522,226,632,0.358,338,491,0.688,318,672,990,408,207,96,373,480,1978,68.2,0.497435897,0.553075397,1.096209266,0.965631929,,,,,,,,,,,,,
2015,Southern Utah,29,9,5847,700,1537,0.455,490,1000,0.49,210,537,0.391,401,599,0.669,218,702,920,344,144,108,393,651,2011,69.3,29,5847,709,1568,0.452,532,1089,0.489,177,479,0.37,551,789,0.698,284,718,1002,355,187,83,322,546,2146,74,0.507782101,0.542580316,1.116777685,1.030436565,,,,,,,,,,,,,
2015,St. Bonaventure,29,17,5850,687,1628,0.422,539,1154,0.467,148,474,0.312,432,616,0.701,368,711,1079,360,196,139,353,499,1954,67.4,29,5850,666,1570,0.424,465,1021,0.455,201,549,0.366,348,519,0.671,296,676,972,385,166,109,384,551,1881,64.9,0.530663964,0.51443955,1.008254717,1.050876627,,,,,,,,,,,,,
2015,St. Francis (NY),33,22,6676,785,1880,0.418,603,1260,0.479,182,620,0.294,529,769,0.688,484,795,1279,403,219,168,430,599,2281,69.1,33,6676,734,1740,0.422,567,1282,0.442,167,458,0.365,477,682,0.699,324,743,1067,350,199,96,448,655,2112,64,0.532974428,0.489611563,0.98839386,1.069085114,,,,,,,,,,,,,
2015,St. John's (NY),31,20,6225,790,1773,0.446,601,1242,0.484,189,531,0.356,453,653,0.694,316,780,1096,395,236,204,329,545,2222,71.7,31,6225,743,1833,0.405,528,1170,0.451,215,663,0.324,389,595,0.654,413,791,1204,418,156,105,408,581,2090,67.4,0.543328748,0.516918967,1.011616651,1.085384916,,,,,,,,,,,,,
2015,Stanford,30,18,6101,744,1712,0.435,537,1176,0.457,207,536,0.386,492,682,0.721,353,759,1112,369,163,85,325,582,2187,72.9,30,6101,701,1648,0.425,514,1125,0.457,187,523,0.358,425,625,0.68,290,689,979,361,138,93,352,597,2014,67.1,0.542133463,0.512795751,1.02755102,1.117641047,,,,,,,,,,,,,
2015,Stetson,31,6,6200,744,1718,0.433,551,1132,0.487,193,586,0.329,383,583,0.657,297,744,1041,388,139,103,384,543,2064,66.6,31,6200,806,1837,0.439,554,1149,0.482,252,688,0.366,426,589,0.723,377,795,1172,426,191,102,345,545,2290,73.9,0.51618787,0.552218736,1.122218955,1.012658228,,,,,,,,,,,,,
2015,Stony Brook,32,20,6425,766,1823,0.42,596,1305,0.457,170,518,0.328,389,584,0.666,444,828,1272,394,166,129,385,525,2091,65.3,32,6425,665,1682,0.395,458,1071,0.428,207,611,0.339,365,527,0.693,267,727,994,370,202,101,373,570,1902,59.4,0.537534754,0.479610751,0.951570943,1.046756107,,,,,,,,,,,,,
2015,Syracuse,31,18,6250,763,1775,0.43,608,1260,0.483,155,515,0.301,415,629,0.66,373,762,1135,468,258,157,370,471,2096,67.6,31,6250,699,1724,0.405,496,1079,0.46,203,645,0.315,364,517,0.704,348,739,1087,460,196,101,436,538,1965,63.4,0.549553571,0.510123239,0.973350505,1.035777822,,,,,,,,,,,,,
2015,Temple,31,22,6225,691,1797,0.385,492,1145,0.43,199,652,0.305,422,623,0.677,389,788,1177,387,221,136,311,541,2003,64.6,31,6225,653,1669,0.391,482,1114,0.433,171,555,0.308,379,575,0.659,320,812,1132,348,166,122,402,522,1856,59.9,0.511870845,0.476893759,0.936900555,1.01768113,,,,,,,,,,,,,
2015,Tennessee,30,15,6025,681,1586,0.429,501,1047,0.479,180,539,0.334,344,502,0.685,365,599,964,330,231,106,368,577,1886,62.9,30,6025,629,1433,0.439,394,814,0.484,235,619,0.38,422,611,0.691,303,625,928,420,157,94,421,500,1914,63.8,0.526836894,0.532217149,1.066057703,1.053749022,,,,,,,,,,,,,
2015,Tennessee State,31,3,6200,611,1548,0.395,441,1062,0.415,170,486,0.35,401,648,0.619,297,725,1022,294,167,108,446,628,1793,57.8,31,6200,712,1666,0.427,483,961,0.503,229,705,0.325,458,679,0.675,346,771,1117,423,195,110,366,567,2111,68.1,0.454545455,0.538169749,1.078361259,0.916572948,,,,,,,,,,,,,
2015,Tennessee Tech,30,10,6025,768,1741,0.441,599,1215,0.493,169,526,0.321,413,609,0.678,396,714,1110,395,186,103,412,567,2118,70.6,30,6025,723,1613,0.448,519,1041,0.499,204,572,0.357,445,657,0.677,290,677,967,374,224,85,397,533,2095,69.8,0.540427509,0.523877746,1.056586645,1.058682395,,,,,,,,,,,,,
2015,Tennessee-Martin,30,16,6070,747,1597,0.468,526,1020,0.516,221,577,0.383,375,537,0.698,289,732,1021,380,152,58,346,462,2090,69.7,30,6070,703,1625,0.433,498,1042,0.478,205,583,0.352,337,479,0.704,258,653,911,366,170,91,310,512,1948,64.9,0.554080629,0.523250122,1.042491705,1.118364726,,,,,,,,,,,,,
2015,Texas,31,19,6274,731,1677,0.436,539,1111,0.485,192,566,0.339,456,632,0.722,382,852,1234,404,114,246,398,504,2110,68.1,31,6274,640,1757,0.364,455,1210,0.376,185,547,0.338,406,614,0.661,350,631,981,322,196,96,283,586,1871,60.4,0.541249404,0.478131213,0.966625336,1.084386885,,,,,,,,,,,,,
2015,Texas A&M,30,20,6050,728,1618,0.45,562,1145,0.491,166,473,0.351,403,615,0.655,346,742,1088,441,170,89,366,543,2024,67.5,30,6050,632,1582,0.399,432,921,0.469,200,661,0.303,399,579,0.689,299,653,952,374,185,130,382,546,1863,62.1,0.562289562,0.493379107,0.982284087,1.074309979,,,,,,,,,,,,,
2015,Texas A&M-Corpus Christi,30,16,6026,659,1474,0.447,515,1039,0.496,144,435,0.331,536,784,0.684,295,683,978,314,207,84,389,617,1998,66.6,30,6026,638,1523,0.419,468,994,0.471,170,529,0.321,480,695,0.691,329,651,980,340,181,81,412,670,1926,64.2,0.517003188,0.502569373,1.022292994,1.061862245,,,,,,,,,,,,,
2015,Texas Christian,31,17,6251,744,1703,0.437,599,1260,0.475,145,443,0.327,490,797,0.615,422,731,1153,412,190,166,368,640,2123,68.5,31,6251,638,1603,0.398,499,1199,0.416,139,404,0.344,514,767,0.67,357,695,1052,323,173,133,401,683,1929,62.2,0.56089277,0.487817259,0.987306787,1.078869804,,,,,,,,,,,,,
2015,Texas Southern,31,19,6350,711,1613,0.441,547,1086,0.504,164,527,0.311,485,743,0.653,347,703,1050,329,192,97,410,540,2071,66.8,31,6350,768,1746,0.44,596,1249,0.477,172,497,0.346,376,583,0.645,383,681,1064,381,206,114,382,635,2084,67.2,0.518703242,0.540451552,1.053482964,1.04956416,,,,,,,,,,,,,
2015,Texas State,29,10,5922,626,1542,0.406,476,1066,0.447,150,476,0.315,392,568,0.69,296,647,943,325,207,69,376,514,1794,61.9,29,5922,605,1455,0.416,456,971,0.47,149,484,0.308,380,535,0.71,288,712,1000,309,188,90,454,533,1739,60,0.48844376,0.47357513,0.947683924,0.970149254,,,,,,,,,,,,,
2015,Texas Tech,31,13,6250,630,1564,0.403,466,1046,0.446,164,518,0.317,472,732,0.645,367,681,1048,344,182,127,432,540,1896,61.2,31,6250,687,1611,0.426,474,990,0.479,213,621,0.343,407,605,0.673,320,684,1004,359,226,117,399,623,1994,64.3,0.49366447,0.510492923,1.032091097,0.986575086,,,,,,,,,,,,,
2015,Texas-Arlington,30,15,6024,758,1720,0.441,559,1098,0.509,199,622,0.32,443,662,0.669,341,769,1110,387,204,102,439,634,2158,71.9,30,6024,702,1724,0.407,478,1023,0.467,224,701,0.32,510,716,0.712,376,722,1098,380,195,127,422,579,2138,71.3,0.519274376,0.503255814,1.039680996,1.036105243,,,,,,,,,,,,,
2015,Texas-El Paso,30,21,6026,736,1571,0.468,570,1106,0.515,166,465,0.357,445,681,0.653,283,755,1038,416,164,119,367,515,2083,69.4,30,6026,687,1654,0.415,511,1126,0.454,176,528,0.333,349,528,0.661,311,695,1006,344,184,87,376,577,1899,63.3,0.556253018,0.499757635,0.983835872,1.080730518,,,,,,,,,,,,,
2015,Texas-Pan American,30,7,6000,657,1561,0.421,531,1142,0.465,126,419,0.301,426,628,0.678,311,653,964,398,167,100,403,522,1866,62.2,30,6000,749,1700,0.441,536,1082,0.495,213,618,0.345,398,549,0.725,383,705,1088,435,212,102,371,569,2109,70.3,0.514383228,0.557701366,1.105577689,0.979939082,,,,,,,,,,,,,
2015,Texas-San Antonio,29,12,5826,698,1645,0.424,515,1081,0.476,183,564,0.324,487,694,0.702,376,658,1034,362,206,66,361,488,2066,71.2,29,5826,734,1627,0.451,502,988,0.508,232,639,0.363,354,485,0.73,304,664,968,400,197,157,398,597,2054,70.8,0.532128514,0.534653465,1.072584856,1.083036276,,,,,,,,,,,,,
2015,Toledo,31,19,6250,810,1723,0.47,623,1216,0.512,187,507,0.369,532,715,0.744,336,786,1122,413,162,96,381,528,2339,75.5,31,6250,794,1814,0.438,576,1126,0.512,218,688,0.317,395,564,0.7,335,680,1015,402,219,99,348,616,2201,71,0.560751949,0.536563481,1.072298548,1.138753651,,,,,,,,,,,,,
2015,Towson,32,11,6500,689,1678,0.411,555,1249,0.444,134,429,0.312,522,787,0.663,468,788,1256,290,113,127,423,672,2034,63.6,32,6500,689,1668,0.413,504,1116,0.452,185,552,0.335,517,736,0.702,318,661,979,358,194,145,298,638,2080,65,0.509100364,0.521934197,1.070840198,1.044255057,,,,,,,,,,,,,
2015,Troy,29,8,5850,674,1566,0.43,482,989,0.487,192,577,0.333,406,612,0.663,316,670,986,271,193,61,410,456,1946,67.1,29,5850,738,1678,0.44,540,1063,0.508,198,615,0.322,339,478,0.709,346,686,1032,386,187,92,383,534,2013,69.4,0.489383739,0.534983341,1.056027699,1.021629567,,,,,,,,,,,,,
2015,Tulane,30,14,6125,676,1644,0.411,486,1059,0.459,190,585,0.325,371,565,0.657,356,695,1051,336,185,62,389,534,1913,63.8,30,6125,700,1569,0.446,551,1115,0.494,149,454,0.328,369,569,0.649,280,707,987,352,187,130,397,549,1918,63.9,0.50273224,0.516192345,1.002299331,1.005254861,,,,,,,,,,,,,
2015,Tulsa,29,21,5850,650,1535,0.423,491,1046,0.469,159,489,0.325,434,673,0.645,308,754,1062,317,167,104,331,486,1893,65.3,29,5850,615,1563,0.393,417,964,0.433,198,599,0.331,321,497,0.646,287,712,999,324,155,97,375,582,1749,60.3,0.515733333,0.475443038,0.945507622,1.036011384,,,,,,,,,,,,,
2015,UCLA,31,19,6249,788,1811,0.435,599,1277,0.469,189,534,0.354,451,673,0.67,391,800,1191,431,209,118,368,550,2216,71.5,31,6249,731,1752,0.417,487,1066,0.457,244,686,0.356,399,566,0.705,305,749,1054,426,195,101,389,571,2105,67.9,0.549346553,0.511494253,1.020655547,1.0771923,,,,,,,,,,,,,
2015,Utah,30,22,6025,739,1520,0.486,512,949,0.54,227,571,0.398,458,655,0.699,272,770,1042,431,180,153,343,503,2163,72.1,30,6025,599,1577,0.38,459,1133,0.405,140,444,0.315,361,542,0.666,300,605,905,270,164,100,354,590,1699,56.6,0.578635015,0.457127827,0.919471804,1.167296276,,,,,,,,,,,,,
2015,Utah State,30,17,6075,698,1544,0.452,475,977,0.486,223,567,0.393,380,566,0.671,206,741,947,432,146,141,313,487,1999,66.6,30,6075,693,1728,0.401,509,1108,0.459,184,620,0.297,336,508,0.661,385,742,1127,399,186,76,328,508,1906,63.5,0.542486798,0.527536232,1.016967239,1.064770427,,,,,,,,,,,,,
2015,Utah Valley,29,9,5801,604,1495,0.404,441,952,0.463,163,543,0.3,347,498,0.697,286,672,958,381,131,69,370,499,1718,59.2,29,5801,657,1520,0.432,481,996,0.483,176,524,0.336,378,532,0.711,275,689,964,335,196,105,322,504,1868,64.4,0.50255102,0.521556257,1.04955613,0.96614554,,,,,,,,,,,,,
2015,Valparaiso,32,24,6426,799,1732,0.461,580,1157,0.501,219,575,0.381,433,641,0.676,379,834,1213,423,191,150,404,532,2250,70.3,32,6426,654,1709,0.383,437,1057,0.413,217,652,0.333,387,550,0.704,306,663,969,369,216,103,392,584,1912,59.8,0.560550459,0.472735675,0.948883375,1.117512665,,,,,,,,,,,,,
2015,Vanderbilt,31,18,6299,736,1562,0.471,515,1000,0.515,221,562,0.393,476,672,0.708,302,749,1051,473,151,154,408,534,2169,70,31,6299,690,1699,0.406,500,1144,0.437,190,555,0.342,396,583,0.679,357,623,980,342,203,98,370,598,1966,63.4,0.564689397,0.502434275,1.010692988,1.119888476,,,,,,,,,,,,,
2015,Vermont,30,17,6050,695,1487,0.467,537,1045,0.514,158,442,0.357,426,612,0.696,244,749,993,387,198,151,391,570,1974,65.8,30,6050,573,1506,0.38,436,1067,0.409,137,439,0.312,427,611,0.699,285,647,932,279,200,106,399,570,1710,57,0.535378525,0.448657188,0.917185153,1.050670641,,,,,,,,,,,,,
2015,Villanova,31,29,6250,785,1676,0.468,512,964,0.531,273,712,0.383,534,733,0.729,325,750,1075,491,240,125,335,518,2377,76.7,31,6250,691,1692,0.408,519,1143,0.454,172,549,0.313,354,519,0.682,328,663,991,368,175,87,441,624,1908,61.5,0.586127699,0.487344685,0.948027427,1.200990299,,,,,,,,,,,,,
2015,Virginia,30,28,6050,719,1552,0.463,565,1126,0.502,154,426,0.362,374,522,0.716,315,786,1101,393,166,131,277,421,1966,65.5,30,6050,540,1512,0.357,373,959,0.389,167,553,0.302,260,404,0.644,252,601,853,265,151,79,310,480,1509,50.3,0.58311484,0.438692098,0.871448371,1.141165544,,,,,,,,,,,,,
2015,Virginia Commonwealth,31,22,6351,780,1851,0.421,537,1120,0.479,243,731,0.332,437,681,0.642,377,708,1085,394,315,137,323,594,2240,72.3,31,6351,699,1620,0.431,500,1040,0.481,199,580,0.343,434,623,0.697,323,836,1159,403,174,105,518,575,2031,65.5,0.535828389,0.496844004,0.983916287,1.082439354,,,,,,,,,,,,,
2015,Virginia Military Institute,30,9,6100,829,2074,0.4,487,996,0.489,342,1078,0.317,415,607,0.684,434,744,1178,408,255,177,449,646,2415,80.5,30,6100,873,1845,0.473,719,1390,0.517,154,455,0.338,528,772,0.684,367,895,1262,407,238,128,505,549,2428,80.9,0.495394473,0.535564854,1.05942927,1.03568059,,,,,,,,,,,,,
2015,Virginia Tech,31,10,6250,728,1633,0.446,498,1048,0.475,230,585,0.393,340,536,0.634,262,662,924,375,134,94,373,563,2026,65.4,31,6250,761,1734,0.439,523,1054,0.496,238,680,0.35,390,588,0.663,390,729,1119,430,168,139,385,521,2150,69.4,0.520528551,0.55164428,1.094593219,1.034517974,,,,,,,,,,,,,
2015,Wagner,30,9,6100,722,1804,0.4,543,1230,0.441,179,574,0.312,429,616,0.696,445,667,1112,324,195,79,420,681,2052,68.4,30,6100,721,1542,0.468,521,1012,0.515,200,530,0.377,564,816,0.691,287,735,1022,410,209,141,424,579,2206,73.5,0.497384689,0.541407372,1.100029919,1.013133208,,,,,,,,,,,,,
2015,Wake Forest,31,13,6274,733,1746,0.42,536,1156,0.464,197,590,0.334,466,734,0.635,363,801,1164,431,206,118,418,565,2129,68.7,31,6274,795,1772,0.449,585,1146,0.51,210,626,0.335,426,631,0.675,288,784,1072,416,252,125,375,610,2226,71.8,0.521505376,0.532307692,1.054276783,1.016423183,,,,,,,,,,,,,
2015,Washington,30,16,6026,737,1694,0.435,557,1135,0.491,180,559,0.322,405,590,0.686,324,732,1056,395,146,151,351,523,2059,68.6,30,6026,738,1757,0.42,567,1242,0.457,171,515,0.332,387,561,0.69,362,704,1066,354,180,95,338,539,2034,67.8,0.534971645,0.523239099,1.039133544,1.052120593,,,,,,,,,,,,,
2015,Washington State,30,13,6075,720,1657,0.435,508,1043,0.487,212,614,0.345,478,666,0.718,277,727,1004,446,118,101,361,554,2130,71,30,6075,835,1797,0.465,638,1261,0.506,197,536,0.368,422,609,0.693,316,757,1073,402,185,90,292,578,2289,76.3,0.533150434,0.568735632,1.135078846,1.061074026,,,,,,,,,,,,,
2015,Weber State,29,11,5825,620,1467,0.423,413,880,0.469,207,587,0.353,490,656,0.747,276,689,965,349,154,112,389,513,1937,66.8,29,5825,728,1622,0.449,564,1172,0.481,164,450,0.364,345,485,0.711,290,665,955,350,189,86,326,558,1965,67.8,0.502332815,0.53685259,1.061015119,1.05134607,,,,,,,,,,,,,
2015,West Virginia,31,23,6250,789,1922,0.411,585,1277,0.458,204,645,0.316,514,780,0.659,528,621,1149,446,343,88,404,721,2296,74.1,31,6250,672,1439,0.467,503,980,0.513,169,459,0.368,546,799,0.683,276,756,1032,359,177,127,618,697,2059,66.4,0.550356506,0.481775701,0.980196134,1.088151659,,,,,,,,,,,,,
2015,Western Carolina,31,13,6325,775,1776,0.436,582,1214,0.479,193,562,0.343,447,639,0.7,387,709,1096,370,255,138,425,646,2190,70.6,31,6325,693,1643,0.422,457,970,0.471,236,673,0.351,589,826,0.713,369,721,1090,385,240,111,449,600,2211,71.3,0.524267399,0.511385199,1.076750755,1.058175493,,,,,,,,,,,,,
2015,Western Illinois,28,6,5626,618,1543,0.401,430,1006,0.427,188,537,0.35,323,463,0.698,207,700,907,335,148,67,352,483,1747,62.4,28,5626,698,1578,0.442,517,1060,0.488,181,518,0.349,406,577,0.704,269,785,1054,353,172,93,326,465,1983,70.8,0.471082551,0.528672032,1.062814878,0.932628657,,,,,,,,,,,,,
2015,Western Kentucky,30,17,6073,749,1709,0.438,513,1066,0.481,236,643,0.367,440,674,0.653,340,778,1118,429,163,97,389,553,2174,72.5,30,6073,726,1710,0.425,527,1111,0.474,199,599,0.332,400,587,0.681,316,736,1052,368,194,100,397,577,2051,68.4,0.538637403,0.506716072,1.01243953,1.07220359,,,,,,,,,,,,,
2015,Western Michigan,31,17,6272,764,1636,0.467,548,1052,0.521,216,584,0.37,473,678,0.698,310,693,1003,405,199,68,378,570,2217,71.5,31,6272,733,1664,0.441,501,997,0.503,232,667,0.348,438,607,0.722,313,666,979,388,182,88,392,617,2136,68.9,0.554291133,0.526044111,1.075637023,1.122417983,,,,,,,,,,,,,
2015,Wichita State,32,27,6449,784,1756,0.446,560,1137,0.493,224,619,0.362,439,638,0.688,380,758,1138,445,225,122,301,533,2231,69.7,32,6449,617,1551,0.398,456,1082,0.421,161,469,0.343,391,576,0.679,272,698,970,278,127,108,426,575,1786,55.8,0.579170594,0.451336359,0.922806655,1.154642377,,,,,,,,,,,,,
2015,William & Mary,30,17,5999,761,1544,0.493,501,893,0.561,260,651,0.399,412,559,0.737,213,751,964,451,182,134,348,465,2194,73.1,30,5999,703,1671,0.421,492,1046,0.47,211,625,0.338,358,512,0.699,305,658,963,381,211,70,334,512,1975,65.8,0.569014085,0.520903412,1.036854263,1.153158835,,,,,,,,,,,,,
2015,Winthrop,31,16,6300,790,1752,0.451,546,1073,0.509,244,679,0.359,462,636,0.726,324,771,1095,383,221,139,382,551,2286,73.7,31,6300,716,1761,0.407,527,1172,0.45,189,589,0.321,457,655,0.698,365,735,1100,326,191,109,425,562,2078,67,0.534883721,0.485328365,0.997599616,1.107343538,,,,,,,,,,,,,
2015,Wisconsin,30,27,6025,753,1573,0.479,551,998,0.552,202,575,0.351,442,587,0.753,281,731,1012,373,133,110,226,375,2150,71.7,30,6025,651,1562,0.417,503,1148,0.438,148,414,0.357,230,342,0.673,227,610,837,252,117,56,303,562,1680,56,0.595452142,0.477777778,0.946585531,1.226608854,,,,,,,,,,,,,
2015,Wofford,32,24,6400,757,1656,0.457,555,1116,0.497,202,540,0.374,422,619,0.682,293,748,1041,435,214,74,350,547,2138,66.8,32,6400,667,1606,0.415,510,1084,0.47,157,522,0.301,417,593,0.703,275,724,999,289,172,104,415,593,1908,59.6,0.554934823,0.46977887,0.962081484,1.090482505,,,,,,,,,,,,,
2015,Wright State,31,9,6250,715,1619,0.442,521,1048,0.497,194,571,0.34,365,524,0.697,232,670,902,407,168,75,373,594,1989,64.2,31,6250,722,1602,0.451,535,1074,0.498,187,528,0.354,476,648,0.735,295,765,1060,393,172,107,404,498,2107,68,0.517766497,0.529942966,1.069434575,1.009849716,,,,,,,,,,,,,
2015,Wyoming,31,20,6327,663,1429,0.464,482,863,0.559,181,566,0.32,407,578,0.704,195,745,940,453,178,95,348,423,1914,61.7,31,6327,632,1570,0.403,446,1026,0.435,186,544,0.342,279,407,0.686,262,667,929,311,166,70,340,572,1729,55.8,0.548402948,0.481368045,0.954826596,1.055592323,,,,,,,,,,,,,
2015,Xavier,31,19,6300,819,1716,0.477,618,1147,0.539,201,569,0.353,478,650,0.735,314,770,1084,523,191,91,378,562,2317,74.7,31,6300,748,1707,0.438,527,1081,0.488,221,626,0.353,390,583,0.669,289,668,957,405,200,116,404,618,2107,68,0.582718194,0.517736866,1.02520436,1.135784314,,,,,,,,,,,,,
2015,Yale,32,20,6300,723,1624,0.445,506,1040,0.487,217,584,0.372,450,635,0.709,350,757,1107,429,183,125,397,536,2113,66,32,6300,678,1633,0.415,512,1095,0.468,166,538,0.309,356,522,0.682,290,640,930,333,191,98,383,607,1878,58.7,0.548571429,0.491015056,0.970642961,1.097662338,,,,,,,,,,,,,
2015,Youngstown State,32,8,6450,807,1826,0.442,599,1238,0.484,208,588,0.354,465,670,0.694,314,741,1055,450,192,67,374,586,2287,71.5,32,6450,843,1858,0.454,603,1207,0.5,240,651,0.369,468,667,0.702,371,802,1173,470,196,117,392,574,2394,74.8,0.538099315,0.55896126,1.115667816,1.06174559,,,,,,,,,,,,,
